researcher_id,author_name,paper_id,title,authors,co_authors_count,citations,year,journal
10,Michael Harris MD,R10_P2,Physical might cost,Michael Harris MD; Mr. Rodney Hurley III; Rhonda Farrell; Taylor Barber; Curtis Ford; Paul Cannon; Jennifer Dalton; Madison Singleton; Dustin Martin; Cynthia Allen,9,248,2001,Virtual neutral contingency Journal
10,Michael Harris MD,R10_P3,Someone financial magazine yard instead,Michael Harris MD; Christina Nelson; Richard Ramirez; Maria Williams; Rachael Brown; Emily Evans; Troy Mosley; Stacey Sanders; Sarah Young,8,238,2009,Distributed content-based algorithm Journal
10,Michael Harris MD,R10_P4,Miss stock wear use,Michael Harris MD; Stephen Young,1,106,2005,Re-engineered user-facing middleware Journal
10,Michael Harris MD,R10_P5,Forget once hope security door institution,Michael Harris MD; Christopher Booker,1,291,1987,Decentralized zero administration workforce Journal
10,Michael Harris MD,R10_P6,Argue mouth record both nation little east everyone,Michael Harris MD; Brianna Alvarez; Eric Brewer; Amanda Stevenson,3,112,1994,Organic incremental extranet Journal
10,Michael Harris MD,R10_P7,Education his police red total,Michael Harris MD; Kimberly Young; Adam Yu; Tabitha Turner; Nicole Evans; Caitlin Gonzales; Robert Newman; Denise Miller; Katherine Mclaughlin,8,302,2001,Business-focused system-worthy toolset Journal
10,Michael Harris MD,R10_P8,Station recognize media goal,Michael Harris MD; Robin Rojas; Alexander Williams; Lorraine Gibbs; James Fuller; Bradley Moore; Tracy Rivas; Sarah Jennings,7,13,1993,Managed transitional interface Journal
10,Michael Harris MD,R10_P9,End reach step son,Michael Harris MD; Jason White; Theresa Wilkerson,2,215,2005,Intuitive local matrices Journal
10,Michael Harris MD,R10_P10,Positive phone trade wind cup red collection,Michael Harris MD; Jeffrey Green; Jacob Valentine; Nathan Graham; Jody Nunez; Micheal Lee; Rachael Roberts; Carlos Gates DDS; Diane Byrd MD,8,13,1986,Face-to-face 3rdgeneration adapter Journal
10,Michael Harris MD,R10_P11,Wish dog late eat old,Michael Harris MD; Angelica Harrison; Valerie Sanders; James Henderson; Angel Hawkins; Timothy Ruiz; Larry Lambert; Michelle Pacheco,7,2,2022,Open-source client-server algorithm Journal
10,Michael Harris MD,R10_P12,Herself within provide car throughout American conference college,Michael Harris MD; Gerald Mcdonald Jr.; Jessica Green,2,238,2017,Adaptive eco-centric middleware Journal
10,Michael Harris MD,R10_P13,The strong security unit executive theory party,Michael Harris MD; Deborah Edwards; Emily Vang; Brittany Farrell,3,226,1994,Intuitive 6thgeneration capacity Journal
10,Michael Harris MD,R10_P14,Apply chance discover along employee relationship,Michael Harris MD; Zachary Ho; Herbert Fletcher; Mr. Ryan Camacho; Brandon Oneill; Christopher Hicks; Steven Willis; Valerie Fox; Jennifer Jones; Megan Clay,9,191,2016,Switchable scalable website Journal
10,Michael Harris MD,R10_P15,Hour opportunity week student,Michael Harris MD; Brad Rivas; Jordan Moses; Abigail Booker; Tiffany Nguyen; Morgan Bernard; Christine Williams; Erica Brown,7,27,1996,Assimilated executive software Journal
10,Michael Harris MD,R10_P16,Begin effort drive side human after,Michael Harris MD; James Powell; Tiffany Moore; Robert Fitzgerald; Stephanie Munoz; Brendan Richardson; Jeremy Hughes,6,230,2005,Compatible neutral portal Journal
10,Michael Harris MD,R10_P17,Bed institution happy control piece behavior,Michael Harris MD; Valerie Rhodes; Michelle Arias; Maria Miller; Bob Solis; William Sutton; David Patterson; Kristen Lowery; Kayla Gutierrez; Nathan Hess,9,125,1996,Future-proofed non-volatile policy Journal
10,Michael Harris MD,R10_P18,Shoulder administration scientist leg,Michael Harris MD; Sarah Williams; Michael Edwards; Nicole Cole; Gloria Hull,4,12,2004,Multi-channeled eco-centric paradigm Journal
10,Michael Harris MD,R10_P19,Section page the blood,Michael Harris MD; Abigail Wilson; John Holt; Tracy Guzman,3,67,2020,Enterprise-wide didactic contingency Journal
10,Michael Harris MD,R10_P20,Guess purpose real house few by add born,Michael Harris MD; Wesley Trevino; Matthew Santos,2,108,2015,Pre-emptive exuding process improvement Journal
10,Michael Harris MD,R10_P21,Course feeling leg listen against coach check,Michael Harris MD; Tracey Ruiz; Lauren Harris; Sandra Williams; Mark Marquez; Sarah Mclaughlin; Kristen Roberts,6,110,2013,Optional responsive utilization Journal
10,Michael Harris MD,R10_P22,Opportunity particularly question stage maintain research month,Michael Harris MD; Ethan Brown; Jennifer Kennedy; Todd Reed DDS; Dwayne Lee; David Robinson; Gina Guzman; Mary Anderson; Michael Moyer,8,110,2019,Pre-emptive impactful matrix Journal
10,Michael Harris MD,R10_P23,Somebody son suddenly perform executive see,Michael Harris MD; Betty Gonzalez; Ashlee Perry; Elizabeth Clark MD,3,368,2021,Synergistic solution-oriented support Journal
10,Michael Harris MD,R10_P24,Quality company teacher me southern front,Michael Harris MD; Darrell Hoffman; Dr. Richard Hammond; Kristin Kemp; Shelly Munoz; Anthony Shah,5,424,1985,Ameliorated heuristic firmware Journal
10,Michael Harris MD,R10_P25,Sit participant teach big,Michael Harris MD; Katie Jackson; Daniel Ward,2,179,1985,Persevering web-enabled budgetary management Journal
10,Michael Harris MD,R10_P26,Seven marriage that child hair standard,Michael Harris MD; Dakota Montes; Adriana Davenport; Dustin Jackson; Mike Perry; Danielle Mullins; Rachel Taylor; Thomas Villanueva; Kelli Fleming; Jessica Carrillo,9,228,2012,Upgradable explicit strategy Journal
10,Michael Harris MD,R10_P27,Full I sign its,Michael Harris MD; Andrew Nielsen; Kenneth Levine; Rebecca Liu; Jennifer Blackwell; Shelley Griffith; Gregory Wilcox,6,436,2000,Universal multi-state architecture Journal
10,Michael Harris MD,R10_P28,Land day name small present recently,Michael Harris MD; Rachael Sullivan; Eric Johnson; Neil Singh; William Campbell; Juan Boyd; Caitlin Johnson,6,197,1983,Progressive reciprocal circuit Journal
10,Michael Harris MD,R10_P29,Strategy fight institution measure rule,Michael Harris MD; Debbie Romero; Peter Pugh; Kenneth Smith; David Reese; Michelle Pineda; Sarah Hall; Michael Briggs; Brenda Gray,8,349,1988,Quality-focused optimizing firmware Journal
10,Michael Harris MD,R10_P30,Might court sing lawyer chair international,Michael Harris MD; Brandon Coleman; Daniel Miller; Jennifer Hansen,3,246,2010,User-centric dynamic benchmark Journal
11,Shelby Silva,R11_P1,Rule indicate clear media machine leader whose,Shelby Silva; Kendra Benson; Andrew Moore; Tammy Wilson; Ashley Wood,4,228,2003,Sharable interactive intranet Journal
11,Shelby Silva,R11_P2,Brother figure hear family,Shelby Silva; Charles Bowers; Timothy Torres; Clayton Singh; Joshua Jones; John Collins; George Bennett,6,222,1981,Implemented 6thgeneration model Journal
11,Shelby Silva,R11_P3,Measure leave last last,Shelby Silva; Erika Marsh; Jennifer Hall; Joshua Rubio; Nancy Brewer,4,467,1994,Up-sized real-time capacity Journal
11,Shelby Silva,R11_P4,Picture sign final population popular be western,Shelby Silva; Nina Bernard; Nicole Shaw; Matthew Schmidt; Denise Harris; Sara Riley; Joseph Flores,6,133,2009,Down-sized tertiary algorithm Journal
11,Shelby Silva,R11_P5,Future Congress agency,Shelby Silva; Janet Davis; Kimberly Mitchell; Randy Moore,3,485,1981,Reverse-engineered 6thgeneration matrix Journal
11,Shelby Silva,R11_P6,Pass foot agree around,Shelby Silva; Francisco Gutierrez; James Carey; Dale Goodwin; Katherine Goodwin; Brian Brown; Jason Washington; David Mercado; Victor Leonard,8,334,2005,Open-source systematic concept Journal
11,Shelby Silva,R11_P7,Fight image base player,Shelby Silva; Walter Brooks; Dr. Kimberly Henderson; Jodi Smith; Ronald Roberts; April Mahoney,5,434,1985,Fully-configurable well-modulated open architecture Journal
11,Shelby Silva,R11_P8,Style herself goal place one,Shelby Silva; Amber Stevenson; Elizabeth Foster; Charles Hawkins; Jeffrey Bishop; Emily Fleming; Dean Mullins,6,409,1983,Polarized encompassing policy Journal
11,Shelby Silva,R11_P9,Game least outside administration reality position,Shelby Silva; John Valenzuela; Jennifer Woodard; Pamela Medina; Mariah Jones,4,274,2012,Organized encompassing encryption Journal
11,Shelby Silva,R11_P10,Good spend still group,Shelby Silva; Randy Terry,1,19,1991,Assimilated static intranet Journal
11,Shelby Silva,R11_P11,View know develop after exactly TV,Shelby Silva; Brandon Austin,1,46,2005,Advanced bottom-line Local Area Network Journal
11,Shelby Silva,R11_P12,Woman whose already manage region,Shelby Silva; Adrienne Joyce; Ashley Ramirez; Carolyn Lee; Megan Morrison; Kevin Reese; Timothy Foley,6,141,2016,Innovative transitional definition Journal
11,Shelby Silva,R11_P13,Court question yeah realize mouth,Shelby Silva; Justin Gibson; Margaret Hahn; Todd Reynolds; Denise Frazier DDS,4,381,1992,Programmable upward-trending toolset Journal
11,Shelby Silva,R11_P14,This different everyone,Shelby Silva; Jerry Smith; Brad Armstrong; Omar Spence,3,490,2012,Multi-lateral multi-state task-force Journal
11,Shelby Silva,R11_P15,Clearly financial personal benefit lose,Shelby Silva; Leslie Sims; David Rodriguez,2,389,1989,Optimized asynchronous encryption Journal
11,Shelby Silva,R11_P16,Mind door authority outside just believe,Shelby Silva; Calvin Villegas; Jamie Wu; Rachel Brown; Amy Bishop; Brian Brown; Samuel Morales; Jennifer Hancock,7,260,1989,Front-line global application Journal
11,Shelby Silva,R11_P17,Himself somebody they people fund visit situation,Shelby Silva; Garrett Lee; Kurt Jones,2,171,1992,Switchable regional access Journal
11,Shelby Silva,R11_P18,Eight inside right know during someone art,Shelby Silva; Jeffrey Moyer; Emily Mcclure,2,167,1999,Ergonomic object-oriented capacity Journal
11,Shelby Silva,R11_P19,Final garden hard account only question arm,Shelby Silva; Sandy Trevino; Craig Gonzalez; Rachel Peterson; Melissa Holden; Erin Lane,5,320,1988,Vision-oriented client-server circuit Journal
11,Shelby Silva,R11_P20,Forget bit then treat many turn,Shelby Silva; Melissa Owens; John Tate; Renee Bennett; Ronald Smith; Hunter Spencer; Jeremiah Welch; Heather Hester; Duane Robinson; Christopher Abbott,9,272,1990,Managed reciprocal framework Journal
11,Shelby Silva,R11_P21,Compare energy big,Shelby Silva; Breanna Pena; Gina Clark; Jacob Watson; Joseph Lloyd; Jessica Page; Stephen Anderson; Joseph Benson; Jeffrey Fields,8,398,2017,Fully-configurable context-sensitive customer loyalty Journal
11,Shelby Silva,R11_P22,Country movement smile foreign apply somebody their surface,Shelby Silva; Stacey Clark,1,418,1984,Balanced well-modulated pricing structure Journal
11,Shelby Silva,R11_P23,Ask meet seem population meeting material less focus,Shelby Silva; Michael Baldwin; Derrick Morales DVM,2,317,1993,Configurable zero tolerance leverage Journal
11,Shelby Silva,R11_P24,Detail data tell how fill,Shelby Silva; Laura Walls; Joshua Taylor; Jeremy Bell; Julie Oliver; John Ortiz; Emily Reyes; David Brewer; Bradley Kirby,8,372,1990,Reduced solution-oriented alliance Journal
11,Shelby Silva,R11_P25,Skill unit better author,Shelby Silva; Curtis Gonzalez; Eric Ochoa,2,136,1991,Profound needs-based project Journal
11,Shelby Silva,R11_P26,Your your sell science treatment across federal state,Shelby Silva; Jennifer Sullivan; Mary Kennedy; Paige Hernandez,3,482,1980,Synergized even-keeled core Journal
11,Shelby Silva,R11_P27,Listen middle skill serious reveal,Shelby Silva; Ricky Edwards; Randy Wolfe; Jerry Hansen; Kenneth Anderson; Alexandra Cochran; Gina Barnes,6,295,2008,Object-based discrete emulation Journal
11,Shelby Silva,R11_P28,Federal only nothing allow cause with yes,Shelby Silva; Rebecca Mcintyre; Jeanne James; Amy Hughes; Gary Hayden; Elizabeth Jackson; Cassandra Serrano; Alyssa Gonzalez; Jasmin Harris; Joseph Gibson,9,327,2016,Synergized web-enabled initiative Journal
11,Shelby Silva,R11_P29,Force travel hospital writer,Shelby Silva; Jason Paul; Steven Clark; Emily Meyers,3,269,2000,Multi-layered multi-state access Journal
11,Shelby Silva,R11_P30,Offer financial data respond learn cut yard knowledge,Shelby Silva; Lisa Wright; Keith Henry; Andrew Davis; Tamara Reed; Rebecca Myers,5,164,1998,Synchronized methodical complexity Journal
11,Shelby Silva,R11_P31,Tonight run leader treat,Shelby Silva; Keith Long; Cynthia Harrell; Mark Carter; Melissa Bowen,4,378,2004,Enhanced intangible encryption Journal
11,Shelby Silva,R11_P32,Building hard sense mean single improve close,Shelby Silva; Andrew Johnson; Megan Murray; James Lee; David Fletcher; Michael Marshall; Bradley Sandoval; Jessica Ruiz; Christopher Roberson; Cassandra Martinez,9,236,1997,Extended modular installation Journal
11,Shelby Silva,R11_P33,Provide action event key,Shelby Silva; Miguel Stafford; Jessica Williams; Kelly Bates; Ashley Vaughn; Kyle Williams; Dakota Wright; Christina Smith; Adrian Hoover,8,295,2018,User-centric hybrid concept Journal
11,Shelby Silva,R11_P34,When benefit structure professional right,Shelby Silva; Jose Ochoa; Mark Weber; Jennifer Patterson,3,103,2017,Synergized static architecture Journal
11,Shelby Silva,R11_P35,Follow address pressure activity defense detail,Shelby Silva; Diana Hanson; Stephen Jenkins; Kathryn Mooney; Raven Nielsen; Darlene Davis; Mark Price; Patricia Anderson,7,352,1994,Focused didactic benchmark Journal
11,Shelby Silva,R11_P36,Within project attack adult treatment large,Shelby Silva; Natalie Gordon; Alexis Smith; Becky Young; David Miller; Jonathan Harris; Martin Young; Virginia Wallace; Brandy Stewart; Amanda Conner,9,480,1996,Enhanced scalable task-force Journal
11,Shelby Silva,R11_P37,Director run garden,Shelby Silva; Anthony Hardin; Rebecca Horton MD; Kelly White; Amy Vasquez; Amy Braun; Beth Thompson; Rebecca Harris,7,224,1981,Operative secondary forecast Journal
11,Shelby Silva,R11_P38,Find return each computer eat experience large,Shelby Silva; Denise Harrington; William Sanders; Jeremy Wagner; Paige Weiss; Alicia James,5,461,2019,Profit-focused attitude-oriented interface Journal
11,Shelby Silva,R11_P39,Mr need compare herself figure exist no lose,Shelby Silva; Miguel Gonzalez; April Hensley; Jacqueline Sullivan,3,103,2018,Configurable well-modulated framework Journal
11,Shelby Silva,R11_P40,Himself film would author those yeah,Shelby Silva; Timothy Martin; Tina Wise; Hannah Fletcher; Isabel Brown; Jeff Wright; Thomas Ward,6,434,1985,Operative hybrid synergy Journal
11,Shelby Silva,R11_P41,End lay race effect,Shelby Silva; Tiffany Skinner; Ray Newman; Jennifer Willis; Kelly Lopez; Ronald King; Walter Barrett; Eric Jenkins,7,66,1987,Triple-buffered systematic algorithm Journal
11,Shelby Silva,R11_P42,Since general central see us huge final,Shelby Silva; Dr. April Jones; Kelly Pena; Carolyn Brooks; Christina White,4,41,1994,Upgradable background benchmark Journal
11,Shelby Silva,R11_P43,Control arrive consumer service else,Shelby Silva; Jennifer Sims,1,110,2009,Customizable local open system Journal
11,Shelby Silva,R11_P44,Bag beat by ask,Shelby Silva; David Washington; Alexandra Adams; Mary Mccormick; Daniel Conner,4,230,2008,Secured bi-directional productivity Journal
12,Joseph Hayden,R12_P1,Page from radio gas firm dream,Joseph Hayden; James Bishop,1,440,2016,Future-proofed mobile leverage Journal
12,Joseph Hayden,R12_P2,Able that I structure,Joseph Hayden; Allison Martinez; Tiffany Walton; Jesse Parks; Kayla Keller; Mark Mcmahon; Mark Marks; Nancy Gregory,7,410,2012,Multi-channeled full-range workforce Journal
12,Joseph Hayden,R12_P3,School soldier give voice walk live,Joseph Hayden; Melissa Garcia; Lawrence Joseph; Sherri Glover; Amanda Jimenez,4,253,2001,Focused real-time matrix Journal
12,Joseph Hayden,R12_P4,Would level to western lot music during,Joseph Hayden; Tony Graves; Wyatt Johnson; Erin Reyes; Nathan Wade; Meagan Wade,5,321,1989,Cross-group exuding service-desk Journal
12,Joseph Hayden,R12_P5,Bed reality the use short over popular,Joseph Hayden; Mitchell Fitzgerald; Martin Hoffman; Rhonda Walker; Brandon Davis; Teresa Garner; Jacob Castaneda,6,352,2017,Public-key scalable success Journal
12,Joseph Hayden,R12_P6,Financial operation couple,Joseph Hayden; Jeff Wise; Taylor Martinez; Leslie Rodriguez; Samuel Stewart,4,396,2003,Multi-tiered object-oriented support Journal
12,Joseph Hayden,R12_P7,Challenge exist section support still alone floor,Joseph Hayden; Melissa Hill; Laura Welch; Eddie Levy; Robert Hernandez; Sarah Michael; Noah Leblanc; Shannon Luna; Robert Gaines,8,435,1994,Implemented directional methodology Journal
12,Joseph Hayden,R12_P8,Front question wrong serious hospital month,Joseph Hayden; Michael Lee; Jennifer Anderson; Lauren Trujillo; Michelle Ellis; Chad Dominguez; Charles Robinson; Nancy Smith; Laura Gregory,8,156,1984,Diverse 3rdgeneration neural-net Journal
12,Joseph Hayden,R12_P9,Unit benefit wind conference,Joseph Hayden; William Santos; Tracy Sims; Andrew Allen; Michael Blevins DDS,4,156,1991,Digitized homogeneous interface Journal
12,Joseph Hayden,R12_P10,Sing ten practice every,Joseph Hayden; Holly Wilson; John Barnett,2,172,2006,Multi-tiered zero-defect solution Journal
12,Joseph Hayden,R12_P11,Of of event seat some Congress machine popular,Joseph Hayden; Kenneth Garcia; Terry Pope; Robert Smith,3,94,2015,Profound directional adapter Journal
12,Joseph Hayden,R12_P12,Major million once research so buy send,Joseph Hayden; Stephanie White; Catherine Peters; Barbara Anderson; Christopher Hart; Amanda Whitney,5,291,1999,Realigned national toolset Journal
12,Joseph Hayden,R12_P13,Commercial with probably eat animal watch toward,Joseph Hayden; Joseph Taylor; Erik Bartlett DVM; Kayla Watts; Amanda Johnson; Scott Lewis; Juan Vargas; Nicholas Henderson; Debbie Santos,8,10,2017,Profit-focused exuding hierarchy Journal
12,Joseph Hayden,R12_P14,War put vote century,Joseph Hayden; Mark Adams; Maria Klein; Maria Dixon; Roberto Stewart; Jamie Maynard; Devin Schmidt; Jennifer Murphy; Terry Strickland,8,133,2002,Diverse impactful knowledgebase Journal
12,Joseph Hayden,R12_P15,Better woman develop,Joseph Hayden; Rachel Martinez; Sheri Chapman; Anna Bailey; Diane Nelson; Anthony Stewart; Catherine Shaffer; Rachel Arnold; Jennifer Vargas,8,302,1997,Digitized directional focus group Journal
12,Joseph Hayden,R12_P16,Require price central nothing environment truth police,Joseph Hayden; Richard Gregory,1,472,2019,Fundamental 24/7 software Journal
12,Joseph Hayden,R12_P17,Keep government light expert,Joseph Hayden; Kelly Higgins; Crystal Reid; Eric Townsend; Madison Jones,4,315,1983,Operative tertiary knowledgebase Journal
12,Joseph Hayden,R12_P18,Arm sea never manage them while interest,Joseph Hayden; Monica Castillo; Yolanda Barron; Jennifer Jensen; Nichole Klein; Nicole Sanchez; Tiffany Morrow; Kelsey Lynch; Traci Craig,8,132,2016,Front-line background concept Journal
12,Joseph Hayden,R12_P19,Avoid style message weight,Joseph Hayden; James Brooks,1,327,2007,Virtual multi-tasking definition Journal
12,Joseph Hayden,R12_P20,Story surface tax face low,Joseph Hayden; Aaron Welch; Thomas Hickman; Kaylee Barry; Stephanie Charles; Aaron Stevens; Brian Bailey; Jennifer Smith; Craig Rice; Jennifer Gentry,9,286,2008,Customizable global service-desk Journal
12,Joseph Hayden,R12_P21,Difficult house federal into consider,Joseph Hayden; Ashley Gonzales; Candice Gomez; Ian Harrell; Colton Williams; Patrick Santana; Cristian Mendoza; Deborah Fisher; Rebecca Klein,8,461,2020,Adaptive coherent throughput Journal
12,Joseph Hayden,R12_P22,Maybe type successful home body blue,Joseph Hayden; Christopher Porter; Cynthia Gregory; William Mclaughlin; Dylan Tucker; Danielle Hernandez; Danielle Wang; Wendy Wright,7,213,1980,Inverse web-enabled task-force Journal
12,Joseph Hayden,R12_P23,Red maybe Congress yeah,Joseph Hayden; Madison Perez; Andrew Mooney; Jessica Jensen; Anthony Russell; Mark Hall,5,301,2000,Optimized dedicated leverage Journal
12,Joseph Hayden,R12_P24,Member popular fight especially,Joseph Hayden; Gregory Barnes; Anthony Williams; Patrick Lewis; Terry Garcia,4,345,2002,Mandatory interactive matrices Journal
12,Joseph Hayden,R12_P25,Free born protect raise side candidate,Joseph Hayden; Robert Paul,1,312,2019,Enterprise-wide eco-centric matrix Journal
12,Joseph Hayden,R12_P26,Draw every once beautiful blood picture,Joseph Hayden; Amanda Donaldson; Ruth Lee; Brett Mcmahon; Elizabeth Wells; Kim Hernandez,5,398,1988,Reverse-engineered multi-tasking portal Journal
12,Joseph Hayden,R12_P27,Represent through service suffer night girl hand,Joseph Hayden; Autumn Graham; Mr. Troy Gibbs; Donald Ponce; Tyler Brown; Cheryl Olsen; Joseph Palmer Jr.; Jordan Hart; Lawrence Clark; Kenneth Vargas,9,308,1989,De-engineered content-based instruction set Journal
12,Joseph Hayden,R12_P28,Remain modern field detail remain need commercial,Joseph Hayden; David Williams; Stephen Ho; Richard Day; Rodney Nichols; Gregory Jacobs; Bradley Thornton; Miranda Ortiz; Erika Brown; Samantha Robinson,9,435,2005,Advanced multimedia knowledgebase Journal
12,Joseph Hayden,R12_P29,Mr without sing,Joseph Hayden; Ashley Reese; Matthew Berg; Kristen Montoya,3,424,2004,Grass-roots context-sensitive extranet Journal
12,Joseph Hayden,R12_P30,Ok space send choose discussion,Joseph Hayden; Jackie Barrera; Christopher Lopez; Chelsea Henry; Maria Smith; Christopher Long; Andrea Jones,6,89,1981,Face-to-face fresh-thinking flexibility Journal
12,Joseph Hayden,R12_P31,Beyond money risk space owner help,Joseph Hayden; Ronald Hines; Amanda Wright,2,390,2006,Fully-configurable logistical project Journal
12,Joseph Hayden,R12_P32,Outside society act social my stand system be,Joseph Hayden; Peter Stafford,1,417,2022,Configurable encompassing circuit Journal
12,Joseph Hayden,R12_P33,Choice argue reality physical but stay bill,Joseph Hayden; Jorge Copeland; Thomas Johnson; Charles Rios,3,442,2003,Diverse fault-tolerant groupware Journal
12,Joseph Hayden,R12_P34,Man yard different what,Joseph Hayden; Billy Cook; Tim Miller; Chris Patterson; Christopher Coleman; Melissa Weber; Shawn Nelson; Mr. Derek Meadows DDS,7,24,1985,Face-to-face systemic info-mediaries Journal
12,Joseph Hayden,R12_P35,Floor hospital return size,Joseph Hayden; Austin Lane,1,343,2008,Adaptive coherent time-frame Journal
12,Joseph Hayden,R12_P36,Follow camera should good,Joseph Hayden; John Dudley DDS; Brenda Raymond; Janet Dunn; Katherine Herrera; Bradley Espinoza; Paula Shepherd,6,62,2005,Upgradable even-keeled circuit Journal
12,Joseph Hayden,R12_P37,Gun data sure gun listen,Joseph Hayden; Brian Pruitt; Samuel Osborne,2,155,2000,Face-to-face tangible array Journal
12,Joseph Hayden,R12_P38,Structure necessary use inside,Joseph Hayden; Danny Burgess; Michael Thomas; Melissa Coleman; Brian Perkins; Kirk Moore; Charles Sanchez; Ronald Butler,7,48,1996,Devolved explicit knowledgebase Journal
12,Joseph Hayden,R12_P39,Security recognize federal in,Joseph Hayden; Richard Dominguez; Christopher Ibarra; Paul Gordon; Ronnie Frazier; Kristen Gallegos; Kathryn Fletcher; Christopher Dudley; Vanessa Martinez; Manuel Robinson,9,83,1999,Virtual contextually-based leverage Journal
12,Joseph Hayden,R12_P40,Success staff life finish politics still close sound,Joseph Hayden; Chloe Rodriguez; Larry Bradford; Douglas Weaver; Kyle Avila; Juan Little; Derrick Davila,6,117,2007,Enterprise-wide value-added open architecture Journal
12,Joseph Hayden,R12_P41,Animal fire want across ground executive huge,Joseph Hayden; Paul Swanson; Michele Davis; Patrick Garcia; Brittany Matthews; Kevin Christian; Christian Ford; Anna Higgins; Rhonda Pena,8,62,1986,Re-contextualized 6thgeneration open system Journal
12,Joseph Hayden,R12_P42,Might rock prepare us game size fund,Joseph Hayden; Scott Jordan; Patricia Hughes; Leroy Jones; Mark Jimenez; Brenda Harrell; Tracy Harrington; Brandon Edwards,7,256,1998,Visionary transitional complexity Journal
13,Candice Ramirez,R13_P1,Condition sign election list,Candice Ramirez; Shawn Santos,1,157,2008,Multi-lateral heuristic array Journal
13,Candice Ramirez,R13_P2,Always teacher husband tax true can happen,Candice Ramirez; Tiffany Brooks; Katie Baker; Melanie Oliver; Natalie Sanchez; Aimee Farrell; Christopher Ross; James Ford; John Day,8,285,1998,Devolved bottom-line open system Journal
13,Candice Ramirez,R13_P3,Rule true two should,Candice Ramirez; Gary Stewart,1,17,1993,Persistent bi-directional artificial intelligence Journal
13,Candice Ramirez,R13_P4,Boy lawyer nation we certainly degree nothing,Candice Ramirez; Patricia Brown PhD; Veronica Lewis,2,370,1981,Robust mobile data-warehouse Journal
13,Candice Ramirez,R13_P5,Establish player base attorney if fear,Candice Ramirez; Shelby Warren,1,475,2009,Extended 3rdgeneration task-force Journal
13,Candice Ramirez,R13_P6,Begin top garden,Candice Ramirez; Carmen Bailey; John Barker; Michael Gomez,3,165,1983,Synchronized empowering contingency Journal
13,Candice Ramirez,R13_P7,Night throw cup,Candice Ramirez; Laura Thomas; Samantha Navarro; Morgan Smith; Taylor Porter; Ricky Craig; Nathan Mcneil; Shannon Walters; Laura Johnson,8,384,2008,Team-oriented object-oriented info-mediaries Journal
13,Candice Ramirez,R13_P8,Similar over democratic decide course quickly western,Candice Ramirez; Jack Turner; Robert Martinez; Dr. Jason Bell PhD; William Rogers; Judy Brooks; Carla Graham; Matthew Frazier,7,54,1982,User-friendly content-based instruction set Journal
13,Candice Ramirez,R13_P9,Visit town between because student bed administration usually,Candice Ramirez; Paul Hanson; Madeline Gordon; Mary Christian,3,287,2013,Sharable executive standardization Journal
13,Candice Ramirez,R13_P10,Necessary boy task wear go soldier less,Candice Ramirez; Maria Mueller,1,379,2002,Extended directional time-frame Journal
13,Candice Ramirez,R13_P11,Medical environment probably film total,Candice Ramirez; Megan Smith; Amanda Johnson,2,54,1986,Object-based 24hour hub Journal
13,Candice Ramirez,R13_P12,Fish color occur involve new hot pattern hotel,Candice Ramirez; Timothy Patterson; Jeanette Chandler; Evan Moore; Michael Martinez; Kenneth Myers; Sydney Hood; Frank Davis; Adam Carrillo,8,348,1980,Multi-layered multi-state support Journal
13,Candice Ramirez,R13_P13,Turn bad him score candidate law place,Candice Ramirez; David Hurst; Joseph Sanchez; Rachel Townsend; Denise Donovan; Margaret Riley; Jimmy Carlson; Douglas Kline,7,312,1982,Distributed 4thgeneration process improvement Journal
13,Candice Ramirez,R13_P14,Tree debate beyond somebody including main,Candice Ramirez; Christine Barnes; Madeline Hayes; Edwin Berger; Lynn Bond; Grant Reed; Lindsay Smith DDS; Bryan Obrien,7,471,1987,Cross-group asynchronous methodology Journal
13,Candice Ramirez,R13_P15,Set describe half together ahead catch base,Candice Ramirez; Beth Hill; Brandon Erickson; Julie Lamb; Travis Nielsen; Craig Mathis; Tonya Garcia; Laurie Martin; Nathan Hamilton; Kyle Nelson,9,53,2016,Public-key 3rdgeneration model Journal
13,Candice Ramirez,R13_P16,Him current good today standard last threat when,Candice Ramirez; Jason Munoz; Tiffany Moreno; Brian Lamb,3,66,2012,Intuitive regional benchmark Journal
13,Candice Ramirez,R13_P17,Authority prevent head single business,Candice Ramirez; Adam Murphy; Robert Roach; Janice Guzman; Ashley Ramirez; Sophia Heath; Steven Fisher; Emily Flores; Robert Jimenez,8,91,2013,Optimized contextually-based help-desk Journal
13,Candice Ramirez,R13_P18,Laugh over option door,Candice Ramirez; Albert Logan; Abigail Murray; Walter Johnson; Kelsey Rogers; John Gallegos; Eric Stewart; Bobby Hampton; Anthony Evans DVM,8,290,1993,Grass-roots intangible capability Journal
13,Candice Ramirez,R13_P19,Visit bill difference stay catch year,Candice Ramirez; Misty Perez; Nathaniel Burnett; Kimberly Smith; Amy Ware; Anthony Torres; Michael Conner; Michael Buckley; Barbara Flores,8,287,2022,Proactive secondary capability Journal
13,Candice Ramirez,R13_P20,Pm property miss drive long majority,Candice Ramirez; Raymond Webb; Ralph Dawson; Russell Sanchez; Savannah Neal,4,399,2016,Digitized web-enabled paradigm Journal
13,Candice Ramirez,R13_P21,Actually democratic stand could bit,Candice Ramirez; Kevin Rose; Paige Collins; Christian Wagner; Colleen Cox; Shawna Palmer,5,181,1993,Compatible modular approach Journal
